in.census_division_name,Floor area (sf),year,Scout building type,N_bldgs_CDIV
Middle Atlantic,1120239258,2036,Office,64810.54636
East North Central,1674589600,2036,Office,96882.04206
West North Central,956994873,2036,Office,55366.17302
South Atlantic,1487115845,2036,Office,86035.89789
East South Central,434117736,2036,Office,25115.53443
West South Central,1295539306,2036,Office,74952.39044
Mountain,908755798,2036,Office,52575.33992
Pacific,1161493286,2036,Office,67197.26516
New England,793183716,2036,Mercantile and Service,60878.68801
Middle Atlantic,2337691650,2036,Mercantile and Service,179423.2506
East North Central,3458113525,2036,Mercantile and Service,265418.2255
West North Central,2177989501,2036,Mercantile and Service,167165.7406
South Atlantic,3723604980,2036,Mercantile and Service,285795.3098
East South Central,1231997193,2036,Mercantile and Service,94558.6391
West South Central,2779050782,2036,Mercantile and Service,213298.5866
Mountain,1969587891,2036,Mercantile and Service,151170.4342
Pacific,2218947754,2036,Mercantile and Service,170309.3814
New England,655848206,2036,Warehouse,37857.33744
Middle Atlantic,2860294678,2036,Warehouse,165103.9674
East North Central,4807756836,2036,Warehouse,277516.7657
West North Central,2028026489,2036,Warehouse,117063.19
South Atlantic,4610903320,2036,Warehouse,266153.8467
East South Central,1870921997,2036,Warehouse,107994.6926
West South Central,3202933593,2036,Warehouse,184882.015
Mountain,1657924683,2036,Warehouse,95699.90984
Pacific,4030400147,2036,Warehouse,232645.629
New England,476593262,2036,Other,34491.95821
Middle Atlantic,1035789795,2036,Other,74962.0718
East North Central,1172498169,2036,Other,84855.91609
West North Central,622324585,2036,Other,45038.81043
South Atlantic,1604560059,2036,Other,116125.0545
East South Central,352309540,2036,Other,25497.30955
West South Central,835072999,2036,Other,60435.81662
Mountain,454481812,2036,Other,32891.71064
Pacific,698855530,2036,Other,50577.50006
New England,536866333,2037,Assembly,39381.96414
Middle Atlantic,1263924927,2037,Assembly,92715.52916
East North Central,2656068116,2037,Assembly,194836.541
West North Central,1165553588,2037,Assembly,85499.47499
South Atlantic,3514521484,2037,Assembly,257808.6025
East South Central,919340149,2037,Assembly,67438.42658
West South Central,1749007324,2037,Assembly,128298.8697
Mountain,1141282471,2037,Assembly,83719.06113
Pacific,1703307251,2037,Assembly,124946.5294
New England,769106873,2037,Education,23637.36574
Middle Atlantic,2278250488,2037,Education,70018.66962
East North Central,2908029785,2037,Education,89374.00774
West North Central,1854906372,2037,Education,57007.8124
South Atlantic,3051436035,2037,Education,93781.38739
East South Central,1030239502,2037,Education,31662.89207
West South Central,2455783692,2037,Education,75474.89088
Mountain,1177408325,2037,Education,36185.90886
Pacific,1736595948,2037,Education,53371.71596
New England,96031188,2037,Food Sales ,32010.396
Middle Atlantic,61844017,2037,Food Sales ,20614.67233
East North Central,307717011,2037,Food Sales ,102572.337
West North Central,143119660,2037,Food Sales ,47706.55333
South Atlantic,102282341,2037,Food Sales ,34094.11367
East South Central,44023121,2037,Food Sales ,14674.37367
West South Central,151900269,2037,Food Sales ,50633.423
Mountain,115174873,2037,Food Sales ,38391.62433
Pacific,139620315,2037,Food Sales ,46540.105
New England,68847855,2037,Food Services ,15977.35032
Middle Atlantic,86808861,2037,Food Services ,20145.51627
East North Central,236834259,2037,Food Services ,54961.5369
West North Central,73789879,2037,Food Services ,17124.23352
South Atlantic,315645844,2037,Food Services ,73251.14523
East South Central,125374733,2037,Food Services ,29095.40217
West South Central,232792755,2037,Food Services ,54023.63513
Mountain,252263260,2037,Food Services ,58542.10675
Pacific,230829071,2037,Food Services ,53567.92787
New England,112481919,2037,Health Care,4185.655878
Middle Atlantic,347294495,2037,Health Care,12923.45701
East North Central,754211975,2037,Health Care,28065.59325
West North Central,184157806,2037,Health Care,6852.845417
South Atlantic,562218628,2037,Health Care,20921.17316
East South Central,145509216,2037,Health Care,5414.661402
West South Central,303376068,2037,Health Care,11289.17281
Mountain,260022217,2037,Health Care,9675.897518
Pacific,434501007,2037,Health Care,16168.56922
New England,408371826,2037,Lodging,7066.275288
Middle Atlantic,1191892212,2037,Lodging,20623.94599
East North Central,1466247071,2037,Lodging,25371.25429
West North Central,765908630,2037,Lodging,13252.9251
South Atlantic,1848221436,2037,Lodging,31980.76025
East South Central,450464783,2037,Lodging,7794.63215
West South Central,1033926758,2037,Lodging,17890.58557
Mountain,929108337,2037,Lodging,16076.85659
Pacific,1186420898,2037,Lodging,20529.27293
New England,372910339,2037,Office,21574.42943
Middle Atlantic,2352750733,2037,Office,136116.512
East North Central,1797434814,2037,Office,103989.1537
West North Central,849566712,2037,Office,49151.00268
South Atlantic,2958008789,2037,Office,171133.2328
East South Central,348969727,2037,Office,20189.36447
West South Central,1267978027,2037,Office,73357.85469
Mountain,1129488281,2037,Office,65345.64119
Pacific,1701747681,2037,Office,98453.25111
New England,279107757,2037,Office,16147.55607
Middle Atlantic,1129383789,2037,Office,65339.59589
East North Central,1686377319,2037,Office,97564.01111
West North Central,966477112,2037,Office,55914.76038
South Atlantic,1507237793,2037,Office,87200.0371
East South Central,437845307,2037,Office,25331.19007
West South Central,1310775024,2037,Office,75833.84072
Mountain,920248230,2037,Office,53240.22538
Pacific,1173303711,2037,Office,67880.54785
New England,800128845,2037,Mercantile and Service,61411.74275
Middle Atlantic,2359475586,2037,Mercantile and Service,181095.2181
East North Central,3481716309,2037,Mercantile and Service,267229.7938
West North Central,2201917236,2037,Mercantile and Service,169002.2497
South Atlantic,3771865479,2037,Mercantile and Service,289499.4149
East South Central,1245321289,2037,Mercantile and Service,95581.29434
West South Central,2812541748,2037,Mercantile and Service,215869.0958
Mountain,1994552978,2037,Mercantile and Service,153086.5624
Pacific,2246143799,2037,Mercantile and Service,172396.7409
New England,667381348,2037,Warehouse,38523.06168
Middle Atlantic,2911278076,2037,Warehouse,168046.8674
East North Central,4888273437,2037,Warehouse,282164.4023
West North Central,2066283692,2037,Warehouse,119271.4995
South Atlantic,4701734375,2037,Warehouse,271396.8616
East South Central,1907392578,2037,Warehouse,110099.8734
West South Central,3265648193,2037,Warehouse,188502.0718
Mountain,1693976562,2037,Warehouse,97780.92208
Pacific,4094023682,2037,Warehouse,236318.152
New England,483005340,2037,Other,34956.01246
Middle Atlantic,1048111816,2037,Other,75853.83983
East North Central,1185395263,2037,Other,85789.30324
West North Central,629864502,2037,Other,45584.48852
South Atlantic,1633074951,2037,Other,118188.7313
East South Central,357476074,2037,Other,25871.22141
West South Central,847400695,2037,Other,61327.99536
Mountain,461681976,2037,Other,33412.80016
Pacific,709414917,2037,Other,51341.70292
New England,538328064,2038,Assembly,39489.18979
Middle Atlantic,1266731812,2038,Assembly,92921.42892
East North Central,2674510986,2038,Assembly,196189.4224
West North Central,1175915893,2038,Assembly,86259.60446
South Atlantic,3550626954,2038,Assembly,260457.1283
East South Central,926875488,2038,Assembly,67991.18326
West South Central,1762565552,2038,Assembly,129293.4369
Mountain,1153819580,2038,Assembly,84638.72389
Pacific,1718514526,2038,Assembly,126062.0629
New England,777254272,2038,Education,23887.76404
Middle Atlantic,2299293213,2038,Education,70665.38674
East North Central,2933729736,2038,Education,90163.85784
West North Central,1880800659,2038,Education,57803.63513
South Atlantic,3093020020,2038,Education,95059.40986
East South Central,1042373413,2038,Education,32035.80994
West South Central,2491230224,2038,Education,76564.28778
Mountain,1193479004,2038,Education,36679.81748
Pacific,1756615600,2038,Education,53986.99045
New England,96720406,2038,Food Sales ,32240.13533
Middle Atlantic,62280484,2038,Food Sales ,20760.16133
East North Central,309211426,2038,Food Sales ,103070.4753
West North Central,144407302,2038,Food Sales ,48135.76733
South Atlantic,103357727,2038,Food Sales ,34452.57567
East South Central,44366783,2038,Food Sales ,14788.92767
West South Central,153410065,2038,Food Sales ,51136.68833
Mountain,116402123,2038,Food Sales ,38800.70767
Pacific,141095749,2038,Food Sales ,47031.91633
New England,69341973,2038,Food Services ,16092.01905
Middle Atlantic,87421516,2038,Food Services ,20287.69359
East North Central,237984436,2038,Food Services ,55228.45561
West North Central,74453766,2038,Food Services ,17278.30013
South Atlantic,318964508,2038,Food Services ,74021.29932
East South Central,126353462,2038,Food Services ,29322.53338
West South Central,235106583,2038,Food Services ,54560.59943
Mountain,254951263,2038,Food Services ,59165.90492
Pacific,233268341,2038,Food Services ,54134.00319
New England,113730316,2038,Health Care,4232.11099
Middle Atlantic,352282013,2038,Health Care,13109.05158
East North Central,765021728,2038,Health Care,28467.84373
West North Central,186714782,2038,Health Care,6947.995124
South Atlantic,573272522,2038,Health Care,21332.50857
East South Central,147408158,2038,Health Care,5485.324472
West South Central,307241822,2038,Health Care,11433.02452
Mountain,264983154,2038,Health Care,9860.502967
Pacific,440834015,2038,Health Care,16404.23192
New England,413185669,2038,Lodging,7149.571778
Middle Atlantic,1210270142,2038,Lodging,20941.9491
East North Central,1490648682,2038,Lodging,25793.48837
West North Central,776003052,2038,Lodging,13427.59427
South Atlantic,1879980835,2038,Lodging,32530.31005
East South Central,457949768,2038,Lodging,7924.148833
West South Central,1049076294,2038,Lodging,18152.72607
Mountain,942053345,2038,Lodging,16300.85096
Pacific,1201979614,2038,Lodging,20798.49368
New England,375699402,2038,Office,21735.78844
Middle Atlantic,2369678222,2038,Office,137095.8384
East North Central,1808158814,2038,Office,104609.5821
West North Central,857332275,2038,Office,49600.27312
South Atlantic,2995223389,2038,Office,173286.2537
East South Central,351681091,2038,Office,20346.22826
West South Central,1282242066,2038,Office,74183.08926
Mountain,1142672608,2038,Office,66108.40988
Pacific,1717684692,2038,Office,99375.27414
New England,281272979,2038,Office,16272.82325
Middle Atlantic,1138132080,2038,Office,65845.72127
East North Central,1697524537,2038,Office,98208.92449
West North Central,975664063,2038,Office,56446.26408
South Atlantic,1527021607,2038,Office,88344.61384
East South Central,441425171,2038,Office,25538.30024
West South Central,1325671020,2038,Office,76695.63666
Mountain,931514527,2038,Office,53892.02798
Pacific,1184762207,2038,Office,68543.46997
New England,806807373,2038,Mercantile and Service,61924.33525
Middle Atlantic,2380492187,2038,Mercantile and Service,182708.2909
East North Central,3503990967,2038,Mercantile and Service,268939.4255
West North Central,2225220459,2038,Mercantile and Service,170790.8261
South Atlantic,3819214111,2038,Mercantile and Service,293133.5321
East South Central,1258273437,2038,Mercantile and Service,96575.40171
West South Central,2845302001,2038,Mercantile and Service,218383.5211
Mountain,2019030884,2038,Mercantile and Service,154965.2984
Pacific,2272774414,2038,Mercantile and Service,174440.7023
New England,678831970,2038,Warehouse,39184.02265
Middle Atlantic,2961917481,2038,Warehouse,170969.9112
East North Central,4968091308,2038,Warehouse,286771.7063
West North Central,2104346436,2038,Warehouse,121468.5843
South Atlantic,4792212890,2038,Warehouse,276619.5269
East South Central,1943710938,2038,Warehouse,112196.2677
West South Central,3328108643,2038,Warehouse,192107.4584
Mountain,1729980468,2038,Warehouse,99859.1652
Pacific,4156971191,2038,Warehouse,239951.653
New England,489311524,2038,Other,35412.40295
Middle Atlantic,1060165894,2038,Other,76726.21631
East North Central,1197964355,2038,Other,86698.95226
West North Central,637246582,2038,Other,46118.74365
South Atlantic,1661394898,2038,Other,120238.2995
East South Central,362574310,2038,Other,26240.19042
West South Central,859568238,2038,Other,62208.58352
Mountain,468806488,2038,Other,33928.41461
Pacific,719846069,2038,Other,52096.62517
New England,539566956,2039,Assembly,39580.06902
Middle Atlantic,1268999511,2039,Assembly,93087.77654
East North Central,2692107666,2039,Assembly,197480.2312
West North Central,1185958496,2039,Assembly,86996.28212
South Atlantic,3585878906,2039,Assembly,263043.0441
East South Central,934144226,2039,Assembly,68524.38335
West South Central,1775598755,2039,Assembly,130249.4908
Mountain,1166098145,2039,Assembly,85539.4211
Pacific,1733256103,2039,Assembly,127143.435
New England,785220581,2039,Education,24132.5968
Middle Atlantic,2319729004,2039,Education,71293.45065
East North Central,2958628662,2039,Education,90929.08962
West North Central,1906399659,2039,Education,58590.38266
South Atlantic,3134095703,2039,Education,96321.81041
East South Central,1054292359,2039,Education,32402.12117
West South Central,2526312256,2039,Education,77642.4823
Mountain,1209354248,2039,Education,37167.7197
Pacific,1776263062,2039,Education,54590.82623
New England,97379540,2039,Food Sales ,32459.84667
Middle Atlantic,62697407,2039,Food Sales ,20899.13567
East North Central,310593109,2039,Food Sales ,103531.0363
West North Central,145656037,2039,Food Sales ,48552.01233
South Atlantic,104408852,2039,Food Sales ,34802.95067
East South Central,44697284,2039,Food Sales ,14899.09467
West South Central,154881821,2039,Food Sales ,51627.27367
Mountain,117602402,2039,Food Sales ,39200.80067
Pacific,142538208,2039,Food Sales ,47512.736
New England,69814529,2039,Food Services ,16201.68395
Middle Atlantic,88006744,2039,Food Services ,20423.50599
East North Central,239047851,2039,Food Services ,55475.23968
West North Central,75097595,2039,Food Services ,17427.71192
South Atlantic,322208282,2039,Food Services ,74774.07388
East South Central,127294701,2039,Food Services ,29540.96437
West South Central,237362107,2039,Food Services ,55084.03327
Mountain,257580200,2039,Food Services ,59775.99578
Pacific,235653107,2039,Food Services ,54687.42989
New England,114953522,2039,Health Care,4277.628701
Middle Atlantic,357217438,2039,Health Care,13292.70768
East North Central,775717834,2039,Health Care,28865.8652
West North Central,189242172,2039,Health Care,7042.043882
South Atlantic,584309387,2039,Health Care,21743.2103
East South Central,149280960,2039,Health Care,5555.014825
West South Central,311050903,2039,Health Care,11574.76732
Mountain,269932770,2039,Health Care,10044.68714
Pacific,447103943,2039,Health Care,16637.54729
New England,417914307,2039,Lodging,7231.393921
Middle Atlantic,1228497437,2039,Lodging,21257.3457
East North Central,1514903564,2039,Lodging,26213.18352
West North Central,785961975,2039,Lodging,13599.91882
South Atlantic,1911578003,2039,Lodging,33077.05268
East South Central,465388519,2039,Lodging,8052.865505
West South Central,1064076294,2039,Lodging,18412.27906
Mountain,954842774,2039,Lodging,16522.15326
Pacific,1217326294,2039,Lodging,21064.04546
New England,378373809,2039,Office,21890.51412
Middle Atlantic,2385860840,2039,Office,138032.0708
East North Central,1818261230,2039,Office,105194.0493
West North Central,864868347,2039,Office,50036.26654
South Atlantic,3031864746,2039,Office,175406.1101
East South Central,354287139,2039,Office,20496.99909
West South Central,1296226196,2039,Office,74992.12991
Mountain,1155614136,2039,Office,66857.13164
Pacific,1733169922,2039,Office,100271.1597
New England,283353912,2039,Office,16393.21397
Middle Atlantic,1146533325,2039,Office,66331.76858
East North Central,1708105347,2039,Office,98821.06879
West North Central,984596558,2039,Office,56963.04643
South Atlantic,1546526733,2039,Office,89473.0673
East South Central,444876068,2039,Office,25737.94912
West South Central,1340281006,2039,Office,77540.88571
Mountain,942591736,2039,Office,54532.89105
Pacific,1195917724,2039,Office,69188.86349
New England,813253785,2039,Mercantile and Service,62419.11231
Middle Atlantic,2400841309,2039,Mercantile and Service,184270.1332
East North Central,3525090576,2039,Mercantile and Service,270558.8693
West North Central,2247989991,2039,Mercantile and Service,172538.4404
South Atlantic,3865800781,2039,Mercantile and Service,296709.167
East South Central,1270904663,2039,Mercantile and Service,97544.87757
West South Central,2877446045,2039,Mercantile and Service,220850.651
Mountain,2043101074,2039,Mercantile and Service,156812.7413
Pacific,2298930908,2039,Mercantile and Service,176448.2738
New England,690224671,2039,Warehouse,39841.64025
Middle Atlantic,3012320068,2039,Warehouse,173879.2853
East North Central,5047393555,2039,Warehouse,291349.2471
West North Central,2142288575,2039,Warehouse,123658.7075
South Atlantic,4882504883,2039,Warehouse,281831.4257
East South Central,1979945068,2039,Warehouse,114287.7999
West South Central,3390431153,2039,Warehouse,195704.8827
Mountain,1765993775,2039,Warehouse,101937.951
Pacific,4219398926,2039,Warehouse,243555.1512
New England,495530945,2039,Other,35862.51424
Middle Atlantic,1071994751,2039,Other,77582.29313
East North Central,1210254639,2039,Other,87588.42342
West North Central,644496460,2039,Other,46643.43107
South Atlantic,1689579956,2039,Other,122278.1056
East South Central,367618072,2039,Other,26605.21704
West South Central,871608704,2039,Other,63079.97488
Mountain,475872955,2039,Other,34439.82823
Pacific,730176330,2039,Other,52844.24575
New England,540609192,2040,Assembly,39656.5225
Middle Atlantic,1270790039,2040,Assembly,93219.12117
East North Central,2708981934,2040,Assembly,198718.0474
West North Central,1195734619,2040,Assembly,87713.41206
South Atlantic,3620435059,2040,Assembly,265577.9193
East South Central,941188416,2040,Assembly,69041.11167
West South Central,1788187500,2040,Assembly,131172.9413
Mountain,1178168823,2040,Assembly,86424.86871
Pacific,1747609375,2040,Assembly,128196.3228
New England,793040040,2040,Education,24372.91634
Middle Atlantic,2339661132,2040,Education,71906.03521
East North Central,2982858887,2040,Education,91673.76986
West North Central,1931783081,2040,Education,59370.5047
South Atlantic,3174793701,2040,Education,97572.60337
East South Central,1066041748,2040,Education,32763.22131
West South Central,2561134522,2040,Education,78712.69331
Mountain,1225084229,2040,Education,37651.15747
Pacific,1795614990,2040,Education,55185.5792
New England,98013038,2040,Food Sales ,32671.01267
Middle Atlantic,63097660,2040,Food Sales ,21032.55333
East North Central,311876739,2040,Food Sales ,103958.913
West North Central,146872375,2040,Food Sales ,48957.45833
South Atlantic,105440269,2040,Food Sales ,35146.75633
East South Central,45016658,2040,Food Sales ,15005.55267
West South Central,156322388,2040,Food Sales ,52107.46267
Mountain,118780853,2040,Food Sales ,39593.61767
Pacific,143953934,2040,Food Sales ,47984.64467
New England,70268707,2040,Food Services ,16307.0839
Middle Atlantic,88568573,2040,Food Services ,20553.88825
East North Central,240035797,2040,Food Services ,55704.50985
West North Central,75724716,2040,Food Services ,17573.24633
South Atlantic,325391266,2040,Food Services ,75512.74105
East South Central,128204254,2040,Food Services ,29752.04207
West South Central,239569825,2040,Food Services ,55596.37289
Mountain,260161315,2040,Food Services ,60374.98871
Pacific,237993683,2040,Food Services ,55230.60154
New England,116156517,2040,Health Care,4322.394323
Middle Atlantic,362115539,2040,Health Care,13474.97489
East North Central,786332398,2040,Health Care,29260.85235
West North Central,191747803,2040,Health Care,7135.282948
South Atlantic,595351562,2040,Health Care,22154.10963
East South Central,151133896,2040,Health Care,5623.965929
West South Central,314816497,2040,Health Care,11714.89189
Mountain,274881500,2040,Health Care,10228.83834
Pacific,453329254,2040,Health Care,16869.20239
New England,422575745,2040,Lodging,7312.053266
Middle Atlantic,1246624267,2040,Lodging,21571.0039
East North Central,1539072387,2040,Lodging,26631.38954
West North Central,795818482,2040,Lodging,13770.47121
South Atlantic,1943088257,2040,Lodging,33622.2914
East South Central,472799621,2040,Lodging,8181.103752
West South Central,1078970703,2040,Lodging,18670.00495
Mountain,967516419,2040,Lodging,16741.4521
Pacific,1232511719,2040,Lodging,21326.80696
New England,380950867,2040,Office,22039.60775
Middle Atlantic,2401407715,2040,Office,138931.5228
East North Central,1827826172,2040,Office,105747.4214
West North Central,872213440,2040,Office,50461.21102
South Atlantic,3068060791,2040,Office,177500.2034
East South Central,356803955,2040,Office,20642.60746
West South Central,1309986572,2040,Office,75788.22546
Mountain,1168362793,2040,Office,67594.69499
Pacific,1748280518,2040,Office,101145.3712
New England,285363494,2040,Office,16509.47673
Middle Atlantic,1154639282,2040,Office,66800.73224
East North Central,1718197876,2040,Office,99404.96399
West North Central,993318055,2040,Office,57467.62167
South Atlantic,1565818238,2040,Office,90589.1619
East South Central,448218170,2040,Office,25931.30376
West South Central,1354662720,2040,Office,78372.92828
Mountain,953519837,2040,Office,55165.12759
Pacific,1206823364,2040,Office,69819.80057
New England,819504394,2040,Mercantile and Service,62898.86103
Middle Atlantic,2420629395,2040,Mercantile and Service,185788.9147
East North Central,3545177246,2040,Mercantile and Service,272100.5678
West North Central,2270323486,2040,Mercantile and Service,174252.5879
South Atlantic,3911788818,2040,Mercantile and Service,300238.8554
East South Central,1283270141,2040,Mercantile and Service,98493.95666
West South Central,2909096436,2040,Mercantile and Service,223279.8918
Mountain,2066850830,2040,Mercantile and Service,158635.5901
Pacific,2324711182,2040,Mercantile and Service,178426.9696
New England,701586792,2040,Warehouse,40497.49269
Middle Atlantic,3062604736,2040,Warehouse,176781.8527
East North Central,5126382813,2040,Warehouse,295908.7213
West North Central,2180193604,2040,Warehouse,125846.6886
South Atlantic,4972797363,2040,Warehouse,287043.3525
East South Central,2016170898,2040,Warehouse,116378.8531
West South Central,3452745850,2040,Warehouse,199301.8561
Mountain,1802082276,2040,Warehouse,104021.0771
Pacific,4281478027,2040,Warehouse,247138.5253
New England,501684509,2040,Other,36307.85934
Middle Atlantic,1083644531,2040,Other,78425.4098
East North Central,1222318848,2040,Other,88461.53311
West North Central,651641784,2040,Other,47160.55172
South Atlantic,1717696900,2040,Other,124312.9822
East South Central,372622620,2040,Other,26967.40567
West South Central,883557983,2040,Other,63944.76686
Mountain,482900696,2040,Other,34948.43917
Pacific,740435669,2040,Other,53586.73357
New England,541479981,2041,Assembly,39720.39945
Middle Atlantic,1272162964,2041,Assembly,93319.83243
East North Central,2725253906,2041,Assembly,199911.6819
West North Central,1205296143,2041,Assembly,88414.80005
South Atlantic,3654450440,2041,Assembly,268073.1261
East South Central,948049439,2041,Assembly,69544.40373
West South Central,1800410767,2041,Assembly,132069.5821
Mountain,1190081543,2041,Assembly,87298.72926
Pacific,1761650513,2041,Assembly,129226.314
New England,800746460,2041,Education,24609.7618
Middle Atlantic,2359191162,2041,Education,72506.26189
East North Central,3006550293,2041,Education,92401.89029
West North Central,1957029907,2041,Education,60146.42868
South Atlantic,3215245117,2041,Education,98815.818
East South Central,1077666382,2041,Education,33120.4873
West South Central,2595801026,2041,Education,79778.11719
Mountain,1240719605,2041,Education,38131.6877
Pacific,1814747314,2041,Education,55773.58297
New England,98625260,2041,Food Sales ,32875.08667
Middle Atlantic,63484047,2041,Food Sales ,21161.349
East North Central,313076569,2041,Food Sales ,104358.8563
West North Central,148062698,2041,Food Sales ,49354.23267
South Atlantic,106456475,2041,Food Sales ,35485.49167
East South Central,45326886,2041,Food Sales ,15108.962
West South Central,157738449,2041,Food Sales ,52579.483
Mountain,119942535,2041,Food Sales ,39980.845
Pacific,145349075,2041,Food Sales ,48449.69167
New England,70707626,2041,Food Services ,16408.94274
Middle Atlantic,89110939,2041,Food Services ,20679.75378
East North Central,240959244,2041,Food Services ,55918.8119
West North Central,76338425,2041,Food Services ,17715.66825
South Atlantic,328527283,2041,Food Services ,76240.50871
East South Central,129087754,2041,Food Services ,29957.07371
West South Central,241739990,2041,Food Services ,56099.99768
Mountain,262705719,2041,Food Services ,60965.46222
Pacific,240300217,2041,Food Services ,55765.87314
New England,117344224,2041,Health Care,4366.591051
Middle Atlantic,366991058,2041,Health Care,13656.40178
East North Central,796897522,2041,Health Care,29653.99974
West North Central,194239563,2041,Health Care,7228.00585
South Atlantic,606421753,2041,Health Care,22566.05148
East South Central,152973236,2041,Health Care,5692.411101
West South Central,318551727,2041,Health Care,11853.88656
Mountain,279839966,2041,Health Care,10413.35184
Pacific,459528351,2041,Health Care,17099.88201
New England,427187775,2041,Lodging,7391.857678
Middle Atlantic,1264700683,2041,Lodging,21883.78976
East North Central,1563216187,2041,Lodging,27049.16257
West North Central,805605469,2041,Lodging,13939.82066
South Atlantic,1974588379,2041,Lodging,34167.35479
East South Central,480201783,2041,Lodging,8309.187305
West South Central,1093803467,2041,Lodging,18926.66417
Mountain,980113770,2041,Lodging,16959.43077
Pacific,1247587281,2041,Lodging,21587.66744
New England,383447388,2041,Office,22184.04197
Middle Atlantic,2416424805,2041,Office,139800.3246
East North Central,1836935669,2041,Office,106274.444
West North Central,879405273,2041,Office,50877.28877
South Atlantic,3103939697,2041,Office,179575.9488
East South Central,359247253,2041,Office,20783.96251
West South Central,1323578491,2041,Office,76574.57507
Mountain,1180967407,2041,Office,68323.92485
Pacific,1763091919,2041,Office,102002.2729
New England,287314179,2041,Office,16622.33205
Middle Atlantic,1162500488,2041,Office,67255.53602
East North Central,1727878296,2041,Office,99965.01695
West North Central,1001871460,2041,Office,57962.47207
South Atlantic,1584960815,2041,Office,91696.64038
East South Central,451471039,2041,Office,26119.4959
West South Central,1368873413,2041,Office,79195.07655
Mountain,964338684,2041,Office,55791.04333
Pacific,1217530761,2041,Office,70439.26846
New England,825594910,2041,Mercantile and Service,63366.32224
Middle Atlantic,2439960938,2041,Mercantile and Service,187272.6554
East North Central,3564409424,2041,Mercantile and Service,273576.682
West North Central,2292317627,2041,Mercantile and Service,175940.6892
South Atlantic,3957340576,2041,Mercantile and Service,303735.0584
East South Central,1295423950,2041,Mercantile and Service,99426.78966
West South Central,2940375244,2041,Mercantile and Service,225680.6128
Mountain,2090365723,2041,Mercantile and Service,160440.4126
Pacific,2350212891,2041,Mercantile and Service,180384.2848
New England,712946167,2041,Warehouse,41153.18663
Middle Atlantic,3112891602,2041,Warehouse,179684.547
East North Central,5205264161,2041,Warehouse,300461.9667
West North Central,2218146484,2041,Warehouse,128037.4318
South Atlantic,5063281738,2041,Warehouse,292266.3561
East South Central,2052466308,2041,Warehouse,118473.9226
West South Central,3515185791,2041,Warehouse,202906.0588
Mountain,1838313354,2041,Warehouse,106112.4332
Pacific,4343381836,2041,Warehouse,250711.781
New England,507793030,2041,Other,36749.94459
Middle Atlantic,1095161011,2041,Other,79258.8793
East North Central,1234209106,2041,Other,89322.05363
West North Central,658710022,2041,Other,47672.09351
South Atlantic,1745813232,2041,Other,126347.8145
East South Central,377603210,2041,Other,27327.86042
West South Central,895452209,2041,Other,64805.57456
Mountain,489909210,2041,Other,35455.65862
Pacific,750654236,2041,Other,54326.27065
New England,542195679,2042,Assembly,39772.89965
Middle Atlantic,1273156860,2042,Assembly,93392.73992
East North Central,2741001709,2042,Assembly,201066.866
West North Central,1214676635,2042,Assembly,89102.90839
South Atlantic,3688024658,2042,Assembly,270535.9713
East South Central,954753906,2042,Assembly,70036.21159
West South Central,1812319214,2042,Assembly,132943.1293
Mountain,1201868530,2042,Assembly,88163.36664
Pacific,1775428467,2042,Assembly,130236.9993
New England,808361694,2042,Education,24843.80479
Middle Atlantic,2378384521,2042,Education,73096.14148
East North Central,3029786621,2042,Education,93116.02457
West North Central,1982190918,2042,Education,60919.71525
South Atlantic,3255533935,2042,Education,100054.0354
East South Central,1089195068,2042,Education,33474.80447
West South Central,2630379151,2042,Education,80840.82488
Mountain,1256292846,2042,Education,38610.3083
Pacific,1833708374,2042,Education,56356.32319
New England,99219018,2042,Food Sales ,33073.006
Middle Atlantic,63858383,2042,Food Sales ,21286.12767
East North Central,314201751,2042,Food Sales ,104733.917
West North Central,149231125,2042,Food Sales ,49743.70833
South Atlantic,107460380,2042,Food Sales ,35820.12667
East South Central,45629238,2042,Food Sales ,15209.746
West South Central,159134369,2042,Food Sales ,53044.78967
Mountain,121090713,2042,Food Sales ,40363.571
Pacific,146727570,2042,Food Sales ,48909.19
New England,71133308,2042,Food Services ,16507.7297
Middle Atlantic,89636390,2042,Food Services ,20801.69388
East North Central,241825226,2042,Food Services ,56119.77819
West North Central,76940841,2042,Food Services ,17855.46943
South Atlantic,331625336,2042,Food Services ,76959.46616
East South Central,129948837,2042,Food Services ,30156.9031
West South Central,243879303,2042,Food Services ,56596.46272
Mountain,265220520,2042,Food Services ,61549.06582
Pacific,242579239,2042,Food Services ,56294.76011
New England,118519806,2042,Health Care,4410.336586
Middle Atlantic,371853546,2042,Health Care,13837.34376
East North Central,807433899,2042,Health Care,30046.07741
West North Central,196722565,2042,Health Care,7320.40285
South Atlantic,617534546,2042,Health Care,22979.57863
East South Central,154803024,2042,Health Care,5760.500826
West South Central,322265015,2042,Health Care,11992.06474
Mountain,284814911,2042,Health Care,10598.47855
Pacific,465713135,2042,Health Care,17330.02902
New England,431761780,2042,Lodging,7471.004124
Middle Atlantic,1282758911,2042,Lodging,22196.2609
East North Central,1587374390,2042,Lodging,27467.18483
West North Central,815344178,2042,Lodging,14108.33473
South Atlantic,2006127442,2042,Lodging,34713.092
East South Central,487607056,2042,Lodging,8437.324689
West South Central,1108602783,2042,Lodging,19182.74462
Mountain,992660401,2042,Lodging,17176.53181
